,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,East Garo Hills,0,0,0,,133,31,0,4.0,0.0,0.0,0.0,,603.0,399.0,0,317618,,,,1918,16,1902,,61797,36330,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
1,1,1,1,1,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,East Jaintia Hills,1,0,0,,74,76,0,2.0,2.0,0.0,3.0,,863.0,798.0,0,122436,,,,2451,32,2417,,70572,51615,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
2,2,2,2,2,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,East Khasi Hills,50,0,5,,2326,927,0,19.0,269.0,1.0,56.0,,9393.0,4809.0,0,824059,,,,42218,1009,40944,,344346,281712,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
3,3,3,3,3,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,North Garo Hills,0,0,0,,91,107,0,1.0,1.0,0.0,1.0,,648.0,849.0,0,118325,,,,1687,8,1678,,69648,45982,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
4,4,4,4,4,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,Ri-Bhoi,2,0,0,,0,0,0,,,,,,,,0,0,,,,9753,90,9654,,0,0,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,,0
5,5,5,5,5,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,South Garo Hills,0,0,0,,19,37,0,0.0,0.0,0.0,0.0,,179.0,250.0,0,142574,,,,1218,12,1206,,48941,29764,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
6,6,6,6,6,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,South West Garo Hills,0,0,0,,38,31,0,0.0,0.0,0.0,0.0,,1226.0,573.0,0,172495,,,,1873,18,1855,,87369,58774,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
7,7,7,7,7,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,South West Khasi Hills,0,0,0,,17,22,0,0.0,3.0,0.0,0.0,,204.0,289.0,0,110152,,,,2553,17,2533,,36149,25055,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
8,8,8,8,8,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,West Garo Hills,20,0,2,,383,121,0,-9071.0,39.0,0.0,5.0,,1870.0,1108.0,0,642923,,,,9135,73,9022,,231345,164139,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
9,9,9,9,9,2022-01-08,ML,73,0,7,0,3513,1572,0,46.0,319.0,1.0,63.0,,18744.0,11834.0,0.0,West Jaintia Hills,0,0,0,,181,61,0,2265.0,7.0,0.0,0.0,,1629.0,993.0,0,270352,,,,6831,136,6688,,99587,70948,0,0,2022-01-09T20:32:26.400753+05:30,3224000,,,,85158,1485,83345,,1252504,896740,0,0,0.0,0
