District,Recovered,Deceased,Active
प्रतापगढ़,16765,163,6
शामली,16711.0,48.0,6.0
अमठेी,11525.0,145.0,5.0
चचत्रकूट,7804.0,79.0,5.0
सभंल,11037.0,109.0,5.0
अम्बडेकर नगर,5974.0,167.0,4.0
आजमगढ़,19464.0,235.0,4.0
बहर इच,13419.0,178.0,4.0
गोंड,14174.0,285.0,4.0
मरुादाबाद,46112.0,368.0,4.0
भदोही,8491.0,166.0,3.0
सतं कबीर नगर,8855.0,101.0,3.0
लसद्ध थ ुनगर,11527.0,102.0,3.0
बागपत,11078.0,144.0,2.0
बललय,22519.0,246.0,2.0
बस्ती,12817.0,337.0,2.0
बबजनौर,18298.0,139.0,2.0
हापड़ु,15202.0,224.0,2.0
कुशीनगर,16244.0,235.0,2.0
लमर् ुपरु,11961.0,126.0,2.0
श्र वस्ती,5245.0,42.0,2.0
बलर मपरु,8126.0,139.0,1.0
एट,12110.0,100.0,1.0
ह थरस,3724.0,43.0,1.0
क नपरु देह त,7128.0,111.0,1.0
बद य,17920.0,101.0,0.0
क सगजं,4898.0,55.0,0.0
कौश म्बी,4882.0,72.0,0.0
महोब,4476.0,89.0,0.0
मऊ,8941.0,86.0,0.0
मजुफ्फरनगर,38346.0,277.0,0.0
र मपरु,14620.0,153.0,0.0
