,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-03-23,GJ,Other State,,,,,,,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
1,2022-03-23,GJ,Ahmedabad,,,,384497,3619,380821,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
2,2022-03-23,GJ,Amreli,,,,12903,105,12798,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
3,2022-03-23,GJ,Anand,,,,15457,53,15404,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
4,2022-03-23,GJ,Aravalli,,,,5743,81,5661,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
5,2022-03-23,GJ,Banaskantha,,,,18332,166,18164,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
6,2022-03-23,GJ,Bharuch,,,,17285,152,17133,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
7,2022-03-23,GJ,Bhavnagar,,,,29239,362,28877,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
8,2022-03-23,GJ,Botad,,,,2356,48,2308,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
9,2022-03-23,GJ,Chhota Udaipur,,,,3756,38,3715,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
10,2022-03-23,GJ,Dahod,,,,11294,46,11246,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
11,2022-03-23,GJ,Dang,,,,1257,18,1239,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
12,2022-03-23,GJ,Devbhumi Dwarka,,,,5181,89,5092,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
13,2022-03-23,GJ,Gandhinagar,,,,35042,226,34764,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
14,2022-03-23,GJ,Gir Somnath,,,,9745,67,9678,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
15,2022-03-23,GJ,Jamnagar,,,,41826,519,41296,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
16,2022-03-23,GJ,Junagadh,,,,22756,272,22484,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
17,2022-03-23,GJ,Kheda,,,,14690,54,14636,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
18,2022-03-23,GJ,Kutch,,,,19009,146,18858,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
19,2022-03-23,GJ,Mahisagar,,,,8867,75,8792,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
20,2022-03-23,GJ,Mehsana,,,,31000,194,30805,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
21,2022-03-23,GJ,Morbi,,,,10767,95,10672,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
22,2022-03-23,GJ,Narmada,,,,6640,15,6625,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
23,2022-03-23,GJ,Navsari,,,,11899,41,11858,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
24,2022-03-23,GJ,Panchmahal,,,,13546,83,13455,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
25,2022-03-23,GJ,Patan,,,,16238,129,16108,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
26,2022-03-23,GJ,Porbandar,,,,4184,25,4159,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
27,2022-03-23,GJ,Rajkot,,,,84583,798,83757,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
28,2022-03-23,GJ,Sabarkantha,,,,11764,163,11601,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
29,2022-03-23,GJ,Surat,,,,204974,2080,202851,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
30,2022-03-23,GJ,Surendranagar,,,,10084,139,9945,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
31,2022-03-23,GJ,Tapi,,,,5800,30,5769,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
32,2022-03-23,GJ,Vadodara,,,,140088,921,139084,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
33,2022-03-23,GJ,Valsad,,,,12842,90,12751,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
34,2022-03-23,GJ,Unknown,,,,162,3,159,,2022-03-24 11:18:05.621743,,,,1223806,10942,1212565,40749273,0,0
