,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
2,2022-05-22,HR,Gurugram,,,,273075.0,1007.0,271361,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
3,2022-05-22,HR,Faridabad,,,,129507.0,741.0,128508,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
4,2022-05-22,HR,Hisar,,,,62105.0,1175.0,60923,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
5,2022-05-22,HR,Sonipat,,,,58705.0,276.0,58422,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
6,2022-05-22,HR,Karnal,,,,48248.0,596.0,47639,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
7,2022-05-22,HR,Panchkula,,,,44305.0,414.0,43864,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
8,2022-05-22,HR,Ambala,,,,40803.0,542.0,40251,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
9,2022-05-22,HR,Panipat,,,,36105.0,672.0,35412,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
10,2022-05-22,HR,Sirsa,,,,33394.0,539.0,32852,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
11,2022-05-22,HR,Rohtak,,,,31961.0,537.0,31382,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
12,2022-05-22,HR,Yamunanagar,,,,30685.0,455.0,30228,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
13,2022-05-22,HR,Kurukshetra,,,,26856.0,398.0,26456,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
14,2022-05-22,HR,Bhiwani,,,,26522.0,665.0,25847,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
15,2022-05-22,HR,Mahendragarh,,,,24754.0,165.0,24589,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
16,2022-05-22,HR,Rewari,,,,24620.0,224.0,24391,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
17,2022-05-22,HR,Jind,,,,24358.0,542.0,23813,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
18,2022-05-22,HR,Jhajjar,,,,23489.0,350.0,23127,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
19,2022-05-22,HR,Fatehabad,,,,20070.0,498.0,19571,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
20,2022-05-22,HR,Kaithal,,,,14244.0,371.0,13869,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
21,2022-05-22,HR,Palwal,,,,13501.0,170.0,13322,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
22,2022-05-22,HR,Charkhi Dadri,,,,7452.0,145.0,7297,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
23,2022-05-22,HR,,,,,6112.0,139.0,5972,,2022-05-22T23:55:34.787924+05:30,,,,1000871.0,10621.0,989096,17595225,0,0
