District,Recovered,Deceased,Active
बस्ती,12818,337,9
गोंड,14178.0,285.0,9.0
ज लौन,13917.0,209.0,9.0
लललतपरु,14914.0,134.0,9.0
बद य,17920.0,101.0,8.0
ब द,12159.0,169.0,8.0
बागपत,11080.0,144.0,7.0
आजमगढ़,19467.0,235.0,6.0
बलर मपरु,8127.0,139.0,6.0
श हजह ंपरु,24450.0,446.0,6.0
लसद्ध थ ुनगर,11527.0,102.0,6.0
हमीरपरु,6241.0,102.0,5.0
लमर् ुपरु,11961.0,126.0,5.0
बहर इच,13423.0,178.0,4.0
भदोही,8493.0,166.0,4.0
हापड़ु,15203.0,224.0,4.0
एट,12111.0,100.0,3.0
मऊ,8941.0,86.0,3.0
मजुफ्फरनगर,38346.0,277.0,3.0
अमठेी,11529.0,145.0,2.0
चचत्रकट,7809.0,79.0,2.0
कौश म्बी,4882.0,72.0,2.0
कुशीनगर,16246.0,235.0,2.0
सतं कबीर नगर,8857.0,101.0,2.0
ह थरस,3725.0,43.0,1.0
क नपरु देह त,7129.0,111.0,1.0
शामली,16716.0,48.0,1.0
श्र वस्ती,5247.0,42.0,1.0
बबजनौर,18300.0,139.0,0.0
क सगजं,4898.0,55.0,0.0
महोब,4476.0,89.0,0.0
र मपरु,14620.0,153.0,0.0
