,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-06-18,MH,Ahmednagar,,,,377815,7242,370523,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
1,2022-06-18,MH,Akola,,,,66212,1470,64717,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
2,2022-06-18,MH,Amravati,,,,105987,1624,104346,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
3,2022-06-18,MH,Aurangabad,,,,176608,4284,172300,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
4,2022-06-18,MH,Beed,,,,109225,2885,106337,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
5,2022-06-18,MH,Bhandara,,,,67974,1142,66809,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
6,2022-06-18,MH,Buldhana,,,,92041,836,91199,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
7,2022-06-18,MH,Chandrapur,,,,98888,1592,97271,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
8,2022-06-18,MH,Dhule,,,,50787,670,50109,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
9,2022-06-18,MH,Gadchiroli,,,,37014,726,36262,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
10,2022-06-18,MH,Gondia,,,,45431,587,44836,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
11,2022-06-18,MH,Hingoli,,,,22186,514,21665,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
12,2022-06-18,MH,Jalgaon,,,,149579,2761,146801,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
13,2022-06-18,MH,Jalna,,,,66336,1224,65109,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
14,2022-06-18,MH,Kolhapur,,,,220514,5904,214598,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
15,2022-06-18,MH,Latur,,,,104968,2489,102438,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
16,2022-06-18,MH,Mumbai,,,,1087326,19578,1054743,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
17,2022-06-18,MH,Mumbai Suburban,,,,,,,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
18,2022-06-18,MH,Nagpur,,,,576844,9215,567360,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
19,2022-06-18,MH,Nanded,,,,102692,2704,99977,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
20,2022-06-18,MH,Nandurbar,,,,46618,962,45656,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
21,2022-06-18,MH,Nashik,,,,473092,8911,464073,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
22,2022-06-18,MH,Osmanabad,,,,75179,2139,73034,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
23,2022-06-18,MH,Other State,,,,144,113,31,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
24,2022-06-18,MH,Palghar,,,,164689,3408,160656,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
25,2022-06-18,MH,Parbhani,,,,58583,1279,57298,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
26,2022-06-18,MH,Pune,,,,1457577,20545,1435579,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
27,2022-06-18,MH,Raigad,,,,246220,4947,240564,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
28,2022-06-18,MH,Ratnagiri,,,,84525,2546,81937,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
29,2022-06-18,MH,Sangli,,,,227102,5666,221424,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
30,2022-06-18,MH,Satara,,,,278257,6716,271525,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
31,2022-06-18,MH,Sindhudurg,,,,57215,1533,55645,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
32,2022-06-18,MH,Solapur,,,,227106,5879,221210,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
33,2022-06-18,MH,Thane,,,,775592,11920,759694,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
34,2022-06-18,MH,Wardha,,,,65706,1408,64278,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
35,2022-06-18,MH,Washim,,,,45678,641,45015,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
36,2022-06-18,MH,Yavatmal,,,,81987,1820,80164,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
37,2022-06-18,MH,Unknown,,,,8048,5,5849,,2022-06-19 11:55:23.994610,,,,7931745,147885,7761032,81472916,0,0
