,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2021-12-15,NL,Dimapur,,,714 cases were recorded as Non Covid Deaths with Covid19 Positivity,14887,418,13691,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,714,1084
1,2021-12-15,NL,Kiphire,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,257,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,1,1084
2,2021-12-15,NL,Kohima,,,206 cases were recorded as Non Covid Deaths with Covid19 Positivity,9503,125,9158,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,206,1084
3,2021-12-15,NL,Longleng,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,287,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,20,1084
4,2021-12-15,NL,Mokokchung,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2378,56,2248,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,69,1084
5,2021-12-15,NL,Mon,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1128,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,19,1084
6,2021-12-15,NL,Peren,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,922,6,901,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,15,1084
7,2021-12-15,NL,Phek,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,577,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,9,1084
8,2021-12-15,NL,Tuensang,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1101,13,1086,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,3,1084
9,2021-12-15,NL,Wokha,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,376,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,16,1084
10,2021-12-15,NL,Zunheboto,,,12 cases were recorded as Non Covid Deaths with Covid19 Positivity,626,16,595,,2022-01-28T02:42:54.739467+05:30,,,1084 cases were recorded as Non Covid Deaths with Covid19 Positivity,32161,684,30304,418495,12,1084
