Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-03-26,AP,Anantapur,,,,177586,1105,0,176373,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Chittoor,,,,272384,2000,0,270367,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,East Godavari,,,,316564,1298,0,315143,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Guntur,,,,203244,1277,0,201945,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Y.S.R. Kadapa,,,,134887,652,0,134230,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Krishna,,,,136887,1496,0,135376,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Kurnool,,,,144244,867,0,143376,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,S.P.S. Nellore,,,,164365,1090,0,163264,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Prakasam,,,,155934,1146,0,154781,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Srikakulam,,,,133946,798,0,133135,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Visakhapatnam,,,,190927,1184,0,189716,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Vizianagaram,,,,92238,680,0,91549,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,West Godavari,,,,193347,1137,0,192173,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Other States,,,,2461,0,0,2461,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
2022-03-26,AP,Other Countries,,,,434,0,0,434,,2022-03-27 11:40:34.360204,2022-03-27 11:40:34.360874,,,2319448,14730,2304323,0,33392042
