,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-12-04,BR,Araria,,,,14979,139,14840,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
1,2021-12-04,BR,Arwal,,,,7381,109,7272,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
2,2021-12-04,BR,Aurangabad,,,,20011,75,19936,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
3,2021-12-04,BR,Banka,,,,7379,112,7267,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
4,2021-12-04,BR,Begusarai,,,,27215,561,26654,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
5,2021-12-04,BR,Bhagalpur,,,,25842,353,25488,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
6,2021-12-04,BR,Bhojpur,,,,10210,238,9972,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
7,2021-12-04,BR,Buxar,,,,9252,217,9035,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
8,2021-12-04,BR,Darbhanga,,,,10941,370,10571,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
9,2021-12-04,BR,East Champaran,,,,19021,526,18495,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
10,2021-12-04,BR,Gaya,,,,33953,364,33589,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
11,2021-12-04,BR,Gopalganj,,,,16689,256,16432,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
12,2021-12-04,BR,Jamui,,,,9418,118,9300,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
13,2021-12-04,BR,Jehanabad,,,,10784,244,10540,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
14,2021-12-04,BR,Kaimur,,,,4984,147,4837,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
15,2021-12-04,BR,Katihar,,,,18146,268,17878,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
16,2021-12-04,BR,Khagaria,,,,10064,164,9900,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
17,2021-12-04,BR,Kishanganj,,,,10138,105,10031,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
18,2021-12-04,BR,Lakhisarai,,,,7778,102,7676,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
19,2021-12-04,BR,Madhepura,,,,12547,111,12436,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
20,2021-12-04,BR,Madhubani,,,,18365,387,17978,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
21,2021-12-04,BR,Munger,,,,15112,272,14840,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
22,2021-12-04,BR,Muzaffarpur,,,,31403,621,30782,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
23,2021-12-04,BR,Nalanda,,,,23434,468,22966,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
24,2021-12-04,BR,Nawada,,,,10353,255,10098,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
25,2021-12-04,BR,Patna,,,,147077,2784,144280,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
26,2021-12-04,BR,Purnia,,,,24428,226,24202,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
27,2021-12-04,BR,Rohtas,,,,13981,271,13709,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
28,2021-12-04,BR,Saharsa,,,,17617,192,17425,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
29,2021-12-04,BR,Samastipur,,,,20027,259,19766,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
30,2021-12-04,BR,Saran,,,,23280,255,23025,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
31,2021-12-04,BR,Sheikhpura,,,,7693,105,7588,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
32,2021-12-04,BR,Sheohar,,,,4404,52,4352,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
33,2021-12-04,BR,Sitamarhi,,,,9185,127,9058,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
34,2021-12-04,BR,Siwan,,,,15197,285,14912,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
35,2021-12-04,BR,Supaul,,,,17222,157,17065,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
36,2021-12-04,BR,Vaishali,,,,19831,402,19427,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
37,2021-12-04,BR,West Champaran,,,,20890,393,20497,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
38,2021-12-04,BR,Unknown,,,,0.0,0.0,0.0,,2021-12-05 11:55:19.637918,,,,726231,12090,714119,
