District,Recovered,Deceased,Active
देवररया,22409,230,2
एटा,12107.0,100.0,2.0
हरदोई,17296.0,373.0,2.0
कुशीनगर,16241.0,235.0,2.0
मरुादाबाद,46099.0,368.0,2.0
लसद्धाथ ुनगर,11525.0,102.0,2.0
बदाय,17915.0,101.0,1.0
बाराबकंी,23717.0,227.0,1.0
बरेली,50112.0,377.0,1.0
कौशाम्बी,4880.0,72.0,1.0
महोबा,4473.0,89.0,1.0
रामपरु,14618.0,153.0,1.0
सतं कबीर नगर,8855.0,101.0,1.0
शाहजहांपरु,24408.0,447.0,1.0
सीतापरु,15767.0,189.0,1.0
बललया,22518.0,246.0,0.0
बलरामपरु,8123.0,139.0,0.0
बहराइि,13419.0,178.0,0.0
भदोही,8488.0,166.0,0.0
गाजीपरु,23879.0,295.0,0.0
गोंडा,14164.0,285.0,0.0
हापड़ु,15201.0,224.0,0.0
हाथरस,3720.0,43.0,0.0
कानपरु देहात,7127.0,111.0,0.0
कासगजं,4894.0,55.0,0.0
मऊ,8941.0,86.0,0.0
लमर्ाुपरु,11960.0,126.0,0.0
पीलीभीत,12730.0,205.0,0.0
प्रतापगढ़,16758.0,163.0,0.0
सहारनपरु,38389.0,428.0,0.0
शामली,16705.0,48.0,0.0
श्रावस्ती,5238.0,42.0,0.0
