,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2022-02-13,ML,East Garo Hills,,,,2013,16,1975,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
1,2022-02-13,ML,East Jaintia Hills,,,,2572,33,2521,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
2,2022-02-13,ML,East Khasi Hills,,,,46825,1061,45482,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
3,2022-02-13,ML,North Garo Hills,,,,1832,9,1795,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
4,2022-02-13,ML,Ribhoi,,,,,,,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
5,2022-02-13,ML,South Garo Hills,,,,1325,12,1301,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
6,2022-02-13,ML,South West Garo Hills,,,,2062,19,2021,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
7,2022-02-13,ML,South West Khasi Hills,,,,2670,19,2638,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
8,2022-02-13,ML,West Garo Hills,,,,10603,77,10410,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
9,2022-02-13,ML,West Jaintia Hills,,,,7113,139,6888,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
10,2022-02-13,ML,West Khasi Hills,,,,5619,75,5519,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
11,2022-02-13,ML,Unknown,,,,0,0,0,,2022-02-14 11:55:26.738800,,,,92991,1562,90678,
