Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-04-22,HP,Bilaspur,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,18235,95,18139,,2022-04-22 19:11:16.579617,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,1
2022-04-22,HP,Chamba,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,16110,171,15922,,2022-04-22 19:11:16.579633,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,2
2022-04-22,HP,Hamirpur,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,23335,329,22997,,2022-04-22 19:11:16.579635,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,1
2022-04-22,HP,Kangra,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,63767,1246,62486,,2022-04-22 19:11:16.579636,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,7
2022-04-22,HP,Kinnaur,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,4445,41,4404,,2022-04-22 19:11:16.579638,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,0
2022-04-22,HP,Kullu,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,11963,162,11798,,2022-04-22 19:11:16.579639,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,2
2022-04-22,HP,Lahaul and Spiti,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,3156,18,3138,,2022-04-22 19:11:16.579641,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,0
2022-04-22,HP,Mandi,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,38831,502,38325,,2022-04-22 19:11:16.579642,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,0
2022-04-22,HP,Shimla,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,35712,716,34987,,2022-04-22 19:11:16.579645,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,4
2022-04-22,HP,Sirmaur,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,19862,221,19640,,2022-04-22 19:11:16.579647,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,0
2022-04-22,HP,Solan,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,30624,335,30279,,2022-04-22 19:11:16.579648,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,0
2022-04-22,HP,Una,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,18704,279,18417,,2022-04-22 19:11:16.579649,2022-04-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284744,4115,280532,,19,2
