,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2023-03-11,NL,Others,,,,,,,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,0
1,2023-03-11,NL,Dimapur,,,,17295,475,15742,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,1079
2,2023-03-11,NL,Kiphire,,,,274,9,264,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,1
3,2023-03-11,NL,Kohima,,,,10048,131,9681,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,238
4,2023-03-11,NL,Longleng,,,,314,2,294,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,18
5,2023-03-11,NL,Mokokchung,,,,2491,59,2361,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,72
6,2023-03-11,NL,Mon,,,,1175,15,1138,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,22
7,2023-03-11,NL,Peren,,,,984,6,957,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,21
8,2023-03-11,NL,Phek,,,,636,19,608,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,9
9,2023-03-11,NL,Tuensang,,,,1194,14,1178,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,3
10,2023-03-11,NL,Wokha,,,,456,11,423,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,18
11,2023-03-11,NL,Zunheboto,,,,630,16,599,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,12
12,2023-03-11,NL,Unknown,,,,491,25,1961,,2023-03-12 13:55:25.925868,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",35988,782,33713,473686,1493,-1493
