Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-04-24,HP,Bilaspur,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,18235,95,18139,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,1
2022-04-24,HP,Chamba,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,16112,171,15924,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,2
2022-04-24,HP,Hamirpur,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,23335,329,22997,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,1
2022-04-24,HP,Kangra,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,63770,1246,62494,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,7
2022-04-24,HP,Kinnaur,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,4445,41,4404,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,0
2022-04-24,HP,Kullu,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,11963,162,11798,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,2
2022-04-24,HP,Lahaul and Spiti,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,3158,18,3138,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,0
2022-04-24,HP,Mandi,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,38832,502,38328,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,0
2022-04-24,HP,Shimla,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,35712,716,34988,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,4
2022-04-24,HP,Sirmaur,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,19862,221,19640,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,0
2022-04-24,HP,Solan,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,30626,335,30279,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,0
2022-04-24,HP,Una,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,18705,279,18418,,2022-04-24 19:11:16.579617,2022-04-24 17:00:00+05:30,https://twitter.com/nhm_hp,,284755,4115,280547,,19,2
